0.422665 	 0.0155083 	 0.0155083	0
0.545331 	 0.015443 	 0.0154756	1
0.667996 	 0.0154776 	 0.0154763	2
0.790661 	 0.0154122 	 0.0154603	3
0.913327 	 0.0154469 	 0.0154576	4
1.03599 	 0.0154815 	 0.0154616	5
1.15866 	 0.0154161 	 0.0154551	6
1.28132 	 0.0154508 	 0.0154546	7
1.40399 	 0.0154854 	 0.015458	8
1.52665 	 0.0154201 	 0.0154542	9
1.64932 	 0.0154547 	 0.0154542	10
1.77198 	 0.0154893 	 0.0154572	11
1.89465 	 0.015424 	 0.0154546	12
2.01732 	 0.0154586 	 0.0154549	13
2.13998 	 0.0154933 	 0.0154575	14
2.26265 	 0.0154279 	 0.0154556	15
2.38531 	 0.0154625 	 0.015456	16
2.50798 	 0.0154972 	 0.0154583	17
2.63064 	 0.0154318 	 0.0154569	18
2.75331 	 0.0155664 	 0.0154624	19
2.87597 	 0.0155011 	 0.0154642	20
2.99864 	 0.0160357 	 0.0154902	21
3.1213 	 0.0160704 	 0.0155154	22
3.24397 	 0.015505 	 0.015515	23
3.36663 	 0.0154396 	 0.015512	24
3.4893 	 0.0154743 	 0.0155105	25
3.61196 	 0.0155089 	 0.0155105	26
3.73463 	 0.0156435 	 0.0155152	27
3.8573 	 0.0159782 	 0.0155312	28
3.97996 	 0.0159253 	 0.0155443	29
4.10263 	 0.0154475 	 0.0155412	30
4.22529 	 0.0154821 	 0.0155393	31
4.34796 	 0.0154167 	 0.0155356	32
4.47062 	 0.0154514 	 0.0155332	33
4.59329 	 0.015486 	 0.0155318	34
4.71595 	 0.0154206 	 0.0155287	35
4.83862 	 0.0154553 	 0.0155267	36
4.96128 	 0.0154899 	 0.0155258	37
5.08395 	 0.0154246 	 0.0155232	38
5.20661 	 0.0154592 	 0.0155216	39
5.32928 	 0.0154938 	 0.0155209	40
5.45195 	 0.0154285 	 0.0155187	41
5.57461 	 0.0154631 	 0.0155174	42
5.69728 	 0.0154978 	 0.015517	43
5.81994 	 0.0154324 	 0.0155151	44
5.94261 	 0.015467 	 0.015514	45
6.06527 	 0.0155017 	 0.0155138	46
6.18794 	 0.0154363 	 0.0155122	47
6.3106 	 0.0266876 	 0.0157402	48
6.43327 	 0.0155056 	 0.0157355	49
6.55593 	 0.0154402 	 0.0157297	50
6.6786 	 0.0154749 	 0.0157248	51
6.80126 	 0.0155095 	 0.0157208	52
6.92393 	 0.0154441 	 0.0157157	53
7.04659 	 0.0157788 	 0.0157168	54
7.16926 	 0.0154134 	 0.0157114	55
7.29193 	 0.015448 	 0.0157068	56
7.41459 	 0.0154827 	 0.0157029	57
7.53726 	 0.0154173 	 0.0156981	58
7.65992 	 0.015452 	 0.015694	59
7.78259 	 0.0154866 	 0.0156906	60
7.90525 	 0.0154212 	 0.0156862	61
8.02792 	 0.0155559 	 0.0156841	62
8.15058 	 0.0164196 	 0.0156956	63
8.27325 	 0.0154252 	 0.0156915	64
8.39591 	 0.0154598 	 0.015688	65
8.51858 	 0.0154944 	 0.0156851	66
8.64124 	 0.0154291 	 0.0156813	67
8.76391 	 0.0154637 	 0.0156782	68
8.88658 	 0.0156983 	 0.0156784	69
9.00924 	 0.015433 	 0.015675	70
9.13191 	 0.0154676 	 0.0156721	71
9.25457 	 0.0155023 	 0.0156698	72
9.37724 	 0.0155369 	 0.015668	73
9.4999 	 0.0154715 	 0.0156654	74
9.62257 	 0.0155062 	 0.0156633	75
9.74523 	 0.0154408 	 0.0156604	76
9.8679 	 0.0154754 	 0.015658	77
9.99056 	 0.0155101 	 0.0156561	78
10.1132 	 0.0154447 	 0.0156535	79
10.2359 	 0.0154794 	 0.0156513	80
10.3586 	 0.015414 	 0.0156485	81
10.4812 	 0.0154486 	 0.015646	82
10.6039 	 0.0154833 	 0.0156441	83
10.7266 	 0.0154179 	 0.0156414	84
10.8492 	 0.0154525 	 0.0156393	85
10.9719 	 0.0154872 	 0.0156375	86
11.0946 	 0.0154218 	 0.0156351	87
11.2172 	 0.0154565 	 0.015633	88
11.3399 	 0.0154911 	 0.0156315	89
11.4625 	 0.0154257 	 0.0156292	90
11.5852 	 0.0154604 	 0.0156274	91
11.7079 	 0.0154992 	 0.015626	92
11.8305 	 0.015717 	 0.015627	93
11.9532 	 0.0154643 	 0.0156253	94
12.0759 	 0.0154989 	 0.0156239	95
12.1985 	 0.0154336 	 0.015622	96
12.3212 	 0.0154682 	 0.0156204	97
12.4439 	 0.0155028 	 0.0156192	98
12.5665 	 0.0154375 	 0.0156174	99
12.6892 	 0.0154721 	 0.015616	100
12.8119 	 0.0158068 	 0.0156178	101
12.9345 	 0.0154414 	 0.0156161	102
13.0572 	 0.015476 	 0.0156148	103
13.1799 	 0.0155107 	 0.0156138	104
13.3025 	 0.0162119 	 0.0156194	105
13.4252 	 0.0154799 	 0.0156181	106
13.5479 	 0.0154146 	 0.0156162	107
13.6705 	 0.0154492 	 0.0156147	108
13.7932 	 0.0154839 	 0.0156135	109
13.9159 	 0.0154185 	 0.0156118	110
14.0385 	 0.0154531 	 0.0156103	111
14.1612 	 0.0154878 	 0.0156093	112
14.2839 	 0.0154224 	 0.0156076	113
14.4065 	 0.0154571 	 0.0156063	114
14.5292 	 0.0154917 	 0.0156053	115
14.6518 	 0.0154263 	 0.0156038	116
14.7745 	 0.015461 	 0.0156026	117
14.8972 	 0.0151956 	 0.0155992	118
15.0198 	 0.0154302 	 0.0155978	119
15.1425 	 0.0154649 	 0.0155967	120
15.2652 	 0.0154995 	 0.0155959	121
15.3878 	 0.0154342 	 0.0155945	122
15.5105 	 0.0154688 	 0.0155935	123
15.6332 	 0.0155034 	 0.0155928	124
15.7558 	 0.0154381 	 0.0155916	125
15.8785 	 0.0154727 	 0.0155906	126
16.0012 	 0.0155073 	 0.01559	127
16.1238 	 0.015442 	 0.0155888	128
16.2465 	 0.0154766 	 0.015588	129
16.3692 	 0.0154113 	 0.0155866	130
16.4918 	 0.0154459 	 0.0155856	131
16.6145 	 0.0154805 	 0.0155848	132
16.7372 	 0.0154152 	 0.0155835	133
16.8598 	 0.0154498 	 0.0155825	134
16.9825 	 0.0160845 	 0.0155862	135
17.1052 	 0.0159064 	 0.0155885	136
17.2278 	 0.0158579 	 0.0155905	137
17.3505 	 0.0158967 	 0.0155927	138
17.4732 	 0.0159272 	 0.0155951	139
17.5958 	 0.0154576 	 0.0155941	140
17.7185 	 0.0154923 	 0.0155934	141
17.8411 	 0.0154269 	 0.0155922	142
17.9638 	 0.0154616 	 0.0155913	143
18.0865 	 0.0166836 	 0.0155989	144
18.2091 	 0.0164308 	 0.0156046	145
18.3318 	 0.0158779 	 0.0156064	146
18.4545 	 0.0160001 	 0.0156091	147
18.5771 	 0.0154347 	 0.0156079	148
18.6998 	 0.0154694 	 0.015607	149
18.8225 	 0.015504 	 0.0156063	150
18.9451 	 0.0154387 	 0.0156052	151
19.0678 	 0.0154733 	 0.0156043	152
19.1905 	 0.0155079 	 0.0156037	153
19.3131 	 0.0154426 	 0.0156027	154
19.4358 	 0.0154772 	 0.0156019	155
19.5585 	 0.0154118 	 0.0156007	156
19.6811 	 0.0154465 	 0.0155997	157
19.8038 	 0.0154811 	 0.0155989	158
19.9265 	 0.0154158 	 0.0155978	159
20.0491 	 0.0154504 	 0.0155969	160
20.1718 	 0.015485 	 0.0155962	161
20.2945 	 0.0154197 	 0.0155951	162
20.4171 	 0.0154543 	 0.0155942	163
20.5398 	 0.015489 	 0.0155936	164
20.6625 	 0.0154236 	 0.0155926	165
20.7851 	 0.0154582 	 0.0155918	166
20.9078 	 0.0154929 	 0.0155912	167
21.0304 	 0.0154275 	 0.0155902	168
21.1531 	 0.0154621 	 0.0155895	169
21.2758 	 0.0154968 	 0.0155889	170
21.3984 	 0.0154314 	 0.015588	171
21.5211 	 0.0154661 	 0.0155873	172
21.6438 	 0.0155007 	 0.0155868	173
21.7664 	 0.0154353 	 0.0155859	174
21.8891 	 0.01547 	 0.0155853	175
22.0118 	 0.0155046 	 0.0155848	176
22.1344 	 0.0154392 	 0.015584	177
22.2571 	 0.0154739 	 0.0155834	178
22.3798 	 0.0155085 	 0.015583	179
22.5024 	 0.0154432 	 0.0155822	180
22.6251 	 0.0154778 	 0.0155816	181
22.7478 	 0.0157208 	 0.0155824	182
22.8704 	 0.0163261 	 0.0155864	183
22.9931 	 0.01599 	 0.0155886	184
23.1158 	 0.0162037 	 0.0155919	185
23.2384 	 0.015451 	 0.0155912	186
23.3611 	 0.0154856 	 0.0155906	187
23.4838 	 0.0154203 	 0.0155897	188
23.6064 	 0.0154549 	 0.015589	189
23.7291 	 0.0157895 	 0.01559	190
23.8517 	 0.0154242 	 0.0155892	191
23.9744 	 0.0155588 	 0.015589	192
24.0971 	 0.0154935 	 0.0155885	193
24.2197 	 0.0156281 	 0.0155887	194
24.3424 	 0.0154627 	 0.0155881	195
24.4651 	 0.0154974 	 0.0155876	196
24.5877 	 0.015432 	 0.0155868	197
24.7104 	 0.0154666 	 0.0155862	198
24.8331 	 0.0155013 	 0.0155858	199
24.9557 	 0.0154359 	 0.0155851	200
25.0784 	 0.0154706 	 0.0155845	201
25.2011 	 0.0155052 	 0.0155841	202
25.3237 	 0.0154398 	 0.0155834	203
25.4464 	 0.0154745 	 0.0155829	204
25.5691 	 0.0155091 	 0.0155825	205
25.6917 	 0.0154437 	 0.0155818	206
25.8144 	 0.0154784 	 0.0155813	207
